name,author.1,author.2,author.3,narrator.1,narrator.2,narrator.3,time,Duration,releasedate,language,stars,price,releaseinfo
Als Papa Auf Einen Knopf Dr�Ckte Und Wir Fast Von Einem Dino Gefressen Wurden,NicolasGorny,,,MartinBaltscheit,,,1 hr and 30 mins,0.01:30:00,31-03-2022,german,,300.00,"31-03-2022, german"
Spidey Og Hans Fantastiske Venner,Marvel,BrianIskov,,MathiasKlenske,,,8 mins,0.00:08:00,29-03-2022,danish,,32.00,"29-03-2022, danish"
Phantom Stallion: Blue Wings,TerriFarley,,,NatalieBudig,,,4 hrs and 22 mins,0.04:22:00,29-03-2022,English,,398.00,"29-03-2022, English"
Super Pigiamini - Storie Della Buonanotte Da 5 Minuti,RaffaellaCasati,,,StefanPopa,,,1 hr and 4 mins,0.01:04:00,30-03-2022,italian,,113.00,"30-03-2022, italian"
Lost Island,MarcyKateConnolly,,,ChloeCannon,,,3 hrs and 59 mins,0.03:59:00,29-03-2022,English,,469.00,"29-03-2022, English"
The Boy Who Hatched Monsters,T.C.Shelley,,,JotDavies,,,9 hrs and 33 mins,0.09:33:00,31-03-2022,English,,493.00,"31-03-2022, English"
The Magic Ocean Slide & The Giant Conker,EmmaBeswetherick,,,HayleyWareham,,,2 hrs and 13 mins,0.02:13:00,01-04-2022,English,,573.00,"01-04-2022, English"
Krieg Der Fluten,DanJolley,,,JacobWeigert,,,6 hrs and 42 mins,0.06:42:00,30-03-2022,german,,468.00,"30-03-2022, german"
The Secret Of Splint Hall,KatieCotton,,,JuliaBarrie,,,9 hrs and 21 mins,0.09:21:00,01-04-2022,English,,759.00,"01-04-2022, English"
Tschakka! - Freunde In Sicht,MaraAndeck,,,MonikaOschek,,,2 hrs and 29 mins,0.02:29:00,30-03-2022,german,,367.00,"30-03-2022, german"
El Candidato Novato,JordiSierraiFabra,,,AnetaFernández,,,2 hrs and 54 mins,0.02:54:00,01-04-2022,spanish,,192.00,"01-04-2022, spanish"
The Call Of The Silver Wibbler,HannahPeck,,,CharlieSanderson,,,1 hr and 33 mins,0.01:33:00,31-03-2022,English,,569.00,"31-03-2022, English"
Frankie Best Hates Quests,ChrisSmith,,,ChrisSmith,KariseYansen,RoyMcMillan,6 hrs and 31 mins,0.06:31:00,31-03-2022,English,,410.00,"31-03-2022, English"
Trapped In The Overworld,WinterMorgan,,,NicolZanzarella,,,1 hr and 54 mins,0.01:54:00,30-06-2016,English,5,233.00,"30-06-2016, English"
The Boy Who Biked The World: On The Road To Africa,AlastairHumphreys,,,AlastairHumphreys,,,1 hr and 55 mins,0.01:55:00,11-02-2022,English,,569.00,"11-02-2022, English"
The 143-Storey Treehouse,AndyGriffiths,TerryDenton,,StigWemyss,,,1 hr and 40 mins,0.01:40:00,19-10-2021,English,5,323.00,"19-10-2021, English"
Unicorn Academy: Isla And Buttercup,JulieSykes,,,KristinAtherton,,,1 hr and 36 mins,0.01:36:00,10-03-2022,English,,266.00,"10-03-2022, English"
Herobrine'S War,MarkCheverton,,,NickWalther,,,6 hrs and 21 mins,0.06:21:00,01-03-2022,English,,703.00,"01-03-2022, English"
Small Change For Stuart,LissaEvans,,,LissaEvans,,,4 hrs and 6 mins,0.04:06:00,01-07-2021,English,,664.00,"01-07-2021, English"
The Extreme,KatherineApplegate,,,RamóndeOcampo,,,3 hrs and 4 mins,0.03:04:00,04-01-2022,English,,445.00,"04-01-2022, English"
Alain L'Alien,Xavier-LaurentPetit,,,MarionTrintignant,,,11 mins,0.00:11:00,09-03-2022,french,,338.00,"09-03-2022, french"
Wingfeather Tales,AndrewPeterson-editor,JonathanRogers,N.D.Wilson,AndrewPeterson,,,10 hrs and 38 mins,0.10:38:00,23-03-2021,English,,1382.00,"23-03-2021, English"
Spider-Man Gegen Sandman / Spider-Man Und Die Marvels,MacKenzieCadenhead,SeanRyan,AnkeAlbrecht-Übersetzer,ChristianZeiger,,,57 mins,0.00:57:00,21-03-2022,german,,166.00,"21-03-2022, german"
Swamp Sting!,SebastianFacio,BlakeA.Hoena,,anonymous,,,11 mins,0.00:11:00,16-03-2022,English,,105.00,"16-03-2022, English"
Poison Jungle,TuiT.Sutherland,,,ShannonMcManus,,,7 hrs and 25 mins,0.07:25:00,30-07-2019,English,5,656.00,"30-07-2019, English"
39 Clues: Cahills Vs. Vespers,GordonKorman,,,DavidPittu,,,5 hrs and 22 mins,0.05:22:00,30-08-2011,English,5,586.00,"30-08-2011, English"
Adventure Time - Too Many Bananas & Other Stories,RohiniNilekani,ReshmaThapa-Gurung,LavinaMahbubani,AvinashRamachander,BrianChristopher,SeetalIyer,29 mins,0.00:29:00,16-06-2021,English,,422.00,"16-06-2021, English"
Blue Moon,JamesPonti,,,ElizabethKlett,,,6 hrs and 59 mins,0.06:59:00,18-05-2021,English,,586.00,"18-05-2021, English"
The Last Kids On Earth: June'S Wild Flight,MaxBrallier,DouglasHolgate,,MontseHernandez,,,3 hrs and 16 mins,0.03:16:00,07-04-2020,English,5,754.00,"07-04-2020, English"
Captain Underpants And The Terrifying Return Of Tippy Tinkletrousers,DavPilkey,,,LenForgione,WinstonBromhead,I'keMitchell,2 hrs and 39 mins,0.02:39:00,02-04-2021,English,5,492.00,"02-04-2021, English"
Mermaids Of The Deep Blue Sea,GertrudeChandlerWarner,,,AimeeLilly,,,1 hr and 44 mins,0.01:44:00,01-09-2021,English,,234.00,"01-09-2021, English"
Flying Ninja!,AnhDo,,,ChristopherGebauer,,,56 mins,0.00:56:00,18-05-2021,English,,164.00,"18-05-2021, English"
Fortress Of The Stone Dragon,TraceyWest,,,EmilyEllet,,,49 mins,0.00:49:00,04-05-2021,English,,164.00,"04-05-2021, English"
Zoey And Sassafras: The Pod And The Bog,AsiaCitro,,,JaninaEdwards,,,1 hr and 5 mins,0.01:05:00,13-04-2021,English,,468.00,"13-04-2021, English"
Pj Masks - H�Roes En Pijamas - ¡Los Lobeznos!,eOne,NicolásOluchaSánchez-traductor,,KevinCalderón,,,10 mins,0.00:10:00,24-01-2022,spanish,,38.00,"24-01-2022, spanish"
Pj Masks - Pot�Ncia Pj!,eOne,AnaC.AlcainaPerez-traductor,,RogerSerradell,,,33 mins,0.00:33:00,24-01-2022,catalan,,38.00,"24-01-2022, catalan"
Pj Masks - Preparats Per A L’Acci�!,eOne,AnaC.AlcainaPerez-traductor,,RogerSerradell,,,12 mins,0.00:12:00,24-01-2022,catalan,,38.00,"24-01-2022, catalan"
"Mortel Un Jour, Mortel Toujours!",MrTan,,,DorothéePousseo,,,1 hr and 5 mins,0.01:05:00,25-01-2022,french,,529.00,"25-01-2022, french"
Pyjamasankarit - 3 Minuutin Iltasatuja,eOne,KimmoLilja,,ValtteriLehtinen,,,36 mins,0.00:36:00,21-01-2022,finnish,,32.00,"21-01-2022, finnish"
Pj Masks - Vet Aqu� En Robot Pj!,eOne,AnaC.AlcainaPerez-traductor,,RogerSerradell,,,9 mins,0.00:09:00,24-01-2022,catalan,,38.00,"24-01-2022, catalan"
Pj Masks - Pj Robot,eOne,NicolásOluchaSánchez-traductor,,RogerSerradell,,,9 mins,0.00:09:00,24-01-2022,spanish,,38.00,"24-01-2022, spanish"
Le G�Ant De Pierre,BertrandFichou,,,ClotildeDonna,,,7 mins,0.00:07:00,25-01-2022,french,,189.00,"25-01-2022, french"
Pyjamasankarit - Nousu Taikavuorelle,eOne,KimmoLilja,,ValtteriLehtinen,,,11 mins,0.00:11:00,21-01-2022,finnish,,32.00,"21-01-2022, finnish"
Pj Masks - H�Roes En Pijamas - Catboy Y El Gran Rescate De La Torta De Cumplea�Os,eOne,NicolásOluchaSánchez-traductor,,KevinCalderón,,,7 mins,0.00:07:00,24-01-2022,spanish,,38.00,"24-01-2022, spanish"
Tijl En De Tijdbom,LaraReims,,,RubenBrinkman,,,5 hrs and 5 mins,0.05:05:00,21-01-2022,dutch,,233.00,"21-01-2022, dutch"
Genius Camp,ChrisGrabenstein,,,KirbyHeyborne,,,6 hrs and 13 mins,0.06:13:00,30-11-2021,English,,904.00,"30-11-2021, English"
The Talisman Of Lostland,A.M.Luzzader,,,JenniferJillAraya,,,5 hrs and 38 mins,0.05:38:00,23-11-2021,English,,469.00,"23-11-2021, English"
Star Wars: The High Republic: A Test Of Courage,JustinaIreland,,,KeylorLeigh,,,4 hrs and 34 mins,0.04:34:00,05-01-2021,English,4,754.00,"05-01-2021, English"
The Secret Explorers And The Plant Poachers,SJKing,,,AyshaKala,,,1 hr and 14 mins,0.01:14:00,07-10-2021,English,,410.00,"07-10-2021, English"
The Red Slippers,CarolynKeene,,,JorjeanaMarie,,,2 hrs and 53 mins,0.02:53:00,24-12-2015,English,5,305.00,"24-12-2015, English"
Captain Underpants And The Preposterous Plight Of The Purple Potty People,DavPilkey,,,LenForgione,WinstonBromhead,I'keMitchell,1 hr and 15 mins,0.01:15:00,19-01-2021,English,5,258.00,"19-01-2021, English"
The Magician'S Secret,CarolynKeene,,,JorjeanaMarie,,,2 hrs and 42 mins,0.02:42:00,24-12-2015,English,4.5,305.00,"24-12-2015, English"
The Case Of The Bizarre Bouquets,NancySpringer,,,KatherineKellgren,,,3 hrs and 39 mins,0.03:39:00,11-04-2008,English,4.5,609.00,"11-04-2008, English"
Shockwave,WilburSmith,,,ElliotChapman,,,5 hrs and 56 mins,0.05:56:00,17-03-2022,English,,1328.00,"17-03-2022, English"
The Phantom Of Nantucket,CarolynKeene,,,JorjeanaMarie,,,3 hrs and 16 mins,0.03:16:00,24-12-2015,English,5,305.00,"24-12-2015, English"
The Swamp Robber,PaulHutchens,,,AimeeLilly,,,2 hrs and 44 mins,0.02:44:00,18-09-2018,English,5,234.00,"18-09-2018, English"
The Magic Finger,RoaldDahl,,,KateWinslet,,,26 mins,0.00:26:00,11-09-2014,English,4.5,615.00,"11-09-2014, English"
The Adventures Of Captain Underpants,DavPilkey,,,LenForgione,DazjonFreeman,BenD'Amico,1 hr,0.01:00:00,22-05-2018,English,4.5,258.00,"22-05-2018, English"
Secret At Mystic Lake,CarolynKeene,,,JorjeanaMarie,,,2 hrs and 36 mins,0.02:36:00,28-09-2015,English,4.5,305.00,"28-09-2015, English"
Fight For Dusty Divot,DevinHunter,,,RamondeOcampo,,,2 hrs and 9 mins,0.02:09:00,08-01-2019,English,,585.00,"08-01-2019, English"
"I Survived The Sinking Of The Titanic, 1912",LaurenTarshis,,,LaurenFortgang,,,1 hr and 16 mins,0.01:16:00,29-03-2016,English,5,187.00,"29-03-2016, English"
Showdown At Widow Creek,FranklinW.Dixon,,,TimGregory,,,2 hrs and 46 mins,0.02:46:00,02-02-2016,English,5,305.00,"02-02-2016, English"
Case Of The Missing Marquess,NancySpringer,,,KatherineKellgren,,,4 hrs and 31 mins,0.04:31:00,22-10-2008,English,4.5,726.00,"22-10-2008, English"
Nightshade,AnthonyHorowitz,,,RupertDegas,,,10 hrs and 7 mins,0.10:07:00,28-05-2020,English,4.5,645.00,"28-05-2020, English"
Mystery Of The Phantom Heist,FranklinW.Dixon,,,TimGregory,,,2 hrs and 59 mins,0.02:59:00,02-11-2015,English,5,305.00,"02-11-2015, English"
Mousse à L'éCole Des Pirates,EliseRengot,,,Jean-PaulBibé,,,6 mins,0.00:06:00,15-02-2022,french,,151.00,"15-02-2022, french"
Riding Home Through Asia,AlastairHumphreys,,,AlastairHumphreys,,,2 hrs and 28 mins,0.02:28:00,11-02-2022,English,,569.00,"11-02-2022, English"
The Boy Who Biked The World: Riding The Americas,AlastairHumphreys,,,AlastairHumphreys,,,2 hrs and 23 mins,0.02:23:00,11-02-2022,English,,569.00,"11-02-2022, English"
El Misterio De La Monta�A Azul,Mattel,RaquelLuqueBenítez-traductor,,GermánGijón,,,18 mins,0.00:18:00,14-02-2022,spanish,,115.00,"14-02-2022, spanish"
Grand-M�Re Sucre Et Grand-P�Re Chocolat,GigiBigot,,,GigiBigot,,,4 mins,0.00:04:00,11-02-2022,french,,149.00,"11-02-2022, french"
La Chambre Des Pirates,ValérieCros,,,ChloéCardinaud,,,3 mins,0.00:03:00,09-02-2022,french,,149.00,"09-02-2022, french"
Tapator Le Dinosaure,LessoeursBranchë,,,NatachaFabry,,,5 mins,0.00:05:00,09-02-2022,french,,149.00,"09-02-2022, french"
Une Pomme Pour Deux,VéroniqueMassenot,,,MartialLeMinoux,,,2 mins,0.00:02:00,10-02-2022,french,,149.00,"10-02-2022, french"
Rom�O Et Biquette,FabienneTeyssèdre,,,OlivierClément,,,6 mins,0.00:06:00,09-02-2022,french,,149.00,"09-02-2022, french"
Bienvenue Chez Vampirette,SégolèneValente,,,StéphanieHédin,,,18 mins,0.00:18:00,10-02-2022,french,,263.00,"10-02-2022, french"
"Toc, Toc ! Qui Est L� ?",LessoeursBranchë,,,OlivierClément,,,3 mins,0.00:03:00,09-02-2022,french,,149.00,"09-02-2022, french"
Un Poisson Nomm� Marina,MathildeLossel,,,NatachaFabry,,,6 mins,0.00:06:00,09-02-2022,french,,149.00,"09-02-2022, french"
Du Lait Pour Mon Chat,PascaleChenel,,,VanessaParachou,,,3 mins,0.00:03:00,10-02-2022,french,,149.00,"10-02-2022, french"
Le Grand Voyage De Nils Holgersson,CatherinedeLasa,,,PatriceBaudrier,,,8 mins,0.00:08:00,10-02-2022,french,,187.00,"10-02-2022, french"
Qui Veut Jouer Avec Renard ?,LessoeursBranchë,,,Jean-PaulBibé,,,3 mins,0.00:03:00,09-02-2022,french,,149.00,"09-02-2022, french"
Le Petit Roi Moi Moi Moi !,JeanLeroy,,,MartialLeMinoux,,,2 mins,0.00:02:00,10-02-2022,french,,149.00,"10-02-2022, french"
Pas De Lunettes Sur Ma T�te !,MyriamDoinet,,,AnneLehmann,,,6 mins,0.00:06:00,09-02-2022,french,,149.00,"09-02-2022, french"
Penny Berry Y La Batalla De Cairngorms,LluisPrats,,,ArantxadeSarabia,,,7 hrs and 2 mins,0.07:02:00,09-02-2022,spanish,,307.00,"09-02-2022, spanish"
Marvel - Tillbaka Till Urtiden,Marvel,,,BenjaminHagberg,,,7 mins,0.00:07:00,08-02-2022,swedish,,32.00,"08-02-2022, swedish"
Thor - Begynnelsen - Fin Fang Fooms Uppg�Ng Och Fall!,Marvel,CamillaDunér,,BenjaminHagberg,,,14 mins,0.00:14:00,08-02-2022,swedish,,32.00,"08-02-2022, swedish"
Black Panther - Kampen Om Wakanda,Marvel,CatoVandrare,,BenjaminHagberg,,,1 hr and 1 min,0.01:01:00,08-02-2022,swedish,,65.00,"08-02-2022, swedish"
Ali Baba And The Forty Thieves,BKFKStudio,,,GrantSwanby,,,16 mins,0.00:16:00,08-02-2022,English,,116.00,"08-02-2022, English"
La F�E Fifolette A Cass� Sa Baguette,MimiZagarriga,,,VanessaParachou,,,4 mins,0.00:04:00,09-02-2022,french,,149.00,"09-02-2022, french"
Le Gros Chagrin D'Edgar,XavierGorce,,,PatriceBaudrier,,,6 mins,0.00:06:00,09-02-2022,french,,187.00,"09-02-2022, french"
Qui A Vol� Le Diamant De Big Jack ?,OlivierDupin,,,GuyChapellier,,,7 mins,0.00:07:00,09-02-2022,french,,187.00,"09-02-2022, french"
La F�E Fifolette D�Clenche Des Temp�tes,MimiZagarriga,,,VanessaParachou,,,3 mins,0.00:03:00,09-02-2022,french,,149.00,"09-02-2022, french"
Le Petit Chevalier Courageux,ClaudeProthée,,,PatriceBaudrier,,,6 mins,0.00:06:00,09-02-2022,french,,187.00,"09-02-2022, french"
La Banda Della Zuppa Di Piselli,RiekePatwardhan,,,MarcoQuaglia,,,2 hrs and 48 mins,0.02:48:00,10-02-2022,italian,,305.00,"10-02-2022, italian"
Princesse Sarah,FrancesBurnett,,,EmmanuelleLemée,,,1 hr and 31 mins,0.01:31:00,08-02-2022,french,,225.00,"08-02-2022, french"
Le Voleur D'Edith,FrancesBurnett,,,EmmanuelleLemée,,,36 mins,0.00:36:00,08-02-2022,french,,225.00,"08-02-2022, french"
Veinte Mil Leguas De Viaje Submarino,JulioVerne,,,CarlosCuevas,,,15 hrs and 31 mins,0.15:31:00,04-02-2022,spanish,,959.00,"04-02-2022, spanish"
Historias De Miedo,Mattel,RaquelLuqueBenítez-traductor,,GermánGijón,,,10 mins,0.00:10:00,08-02-2022,spanish,,76.00,"08-02-2022, spanish"
Misterio En Las V�As,Mattel,RaquelLuqueBenítez-traductor,,GermánGijón,,,20 mins,0.00:20:00,08-02-2022,spanish,,115.00,"08-02-2022, spanish"
Sofabanditen Oder Die Verr�Ckte Befreiung Der H�Hner,JudithKleinschmidt,,,ConstanzeWeinig,,,2 hrs and 24 mins,0.02:24:00,08-02-2022,german,,367.00,"08-02-2022, german"
En El Infierno,Vegetta777,Willyrex,,ÁlexdePorrata,,,3 hrs and 45 mins,0.03:45:00,07-02-2022,spanish,,192.00,"07-02-2022, spanish"
Pj Masks: Carrera En La Monta�A Misteriosa,eOne,NicolásOluchaSánchez-traductor,,KevinCalderón,,,12 mins,0.00:12:00,03-02-2022,spanish,,38.00,"03-02-2022, spanish"
Dc Jones And Adventure Command International 2,JimBeard,,,JohnnyHeller,,,5 hrs and 10 mins,0.05:10:00,09-02-2022,English,,469.00,"09-02-2022, English"
Robatori A La Platja,Mattel,MartaCisaMuñoz-traductor,,MiriamMonlleo,,,27 mins,0.00:27:00,02-02-2022,catalan,,115.00,"02-02-2022, catalan"
Barbie - Dreamtopia,Mattel,MartaCisaMuñoz-traductor,,MiriamMonlleo,,,21 mins,0.00:21:00,31-01-2022,catalan,,38.00,"31-01-2022, catalan"
Barbie - Els Superpoders De Princesa,Mattel,MartaCisaMuñoz-traductor,,MiriamMonlleo,,,25 mins,0.00:25:00,02-02-2022,catalan,,115.00,"02-02-2022, catalan"
Barbie - Pop Per A Princeses,Mattel,MartaCisaMuñoz-traductor,,MiriamMonlleo,,,32 mins,0.00:32:00,02-02-2022,catalan,,115.00,"02-02-2022, catalan"
Limamerirosvojen J�Ljill�,VeeraVähämaa,,,Ari-MattiHedman,,,2 hrs and 14 mins,0.02:14:00,27-01-2022,finnish,,166.00,"27-01-2022, finnish"
Barbie - Buscant Les Gossetes,Mattel,MartaCisaMuñoz-traductor,,MiriamMonlleo,,,34 mins,0.00:34:00,02-02-2022,catalan,,115.00,"02-02-2022, catalan"
Barbie - La Porta Secreta,Mattel,MartaCisaMuñoz-traductor,,MiriamMonlleo,,,11 mins,0.00:11:00,02-02-2022,catalan,,76.00,"02-02-2022, catalan"
Die Hamsterdam-Verschw�Rung,RalphBennewitz,,,LarsderVorleser,,,7 hrs and 55 mins,0.07:55:00,01-02-2022,german,,166.00,"01-02-2022, german"
Els Barrufets - Hist�Ries Dels Barrufets,Peyo,DanielCortésCoronas-traductor,,JordiCoromina,,,2 hrs and 29 mins,0.02:29:00,07-02-2022,catalan,,192.00,"07-02-2022, catalan"
La Maison Qui Ne Dormait Jamais,OlivierCohen,,,PaulineDeshons,,,33 mins,0.00:33:00,03-02-2022,french,,452.00,"03-02-2022, french"
Els Barrufets - Hist�Ries De 3 Minuts,Peyo,DanielCortésCoronas-traductor,,JordiCoromina,,,36 mins,0.00:36:00,07-02-2022,catalan,,38.00,"07-02-2022, catalan"
Wolvenhart,InaDeMan,,,LaetitiaVandueren,,,6 hrs and 5 mins,0.06:05:00,03-02-2022,dutch,,233.00,"03-02-2022, dutch"
Circus Maximus Rivals On The Track,AnneliseGray,,,BronwenPrice,,,7 hrs and 27 mins,0.07:27:00,03-02-2022,English,,645.00,"03-02-2022, English"
Pj Masks - Cursa Cap A La Muntanya Misteriosa,eOne,AnaC.AlcainaPerez-traductor,,RogerSerradell,,,10 mins,0.00:10:00,07-02-2022,catalan,,38.00,"07-02-2022, catalan"
Super Pigiamini - Pronti All'Azione!,eOne,RaffaellaCasati,,StefanPopa,,,11 mins,0.00:11:00,03-02-2022,italian,,36.00,"03-02-2022, italian"
Pj Masks - En Gatnoi I El Gran Rescat Del Past�S D’Aniversari,eOne,AnaC.AlcainaPerez-traductor,,RogerSerradell,,,6 mins,0.00:06:00,07-02-2022,catalan,,38.00,"07-02-2022, catalan"
Anatole Latuile Fait Son Cin�Ma,AnneDidier,OlivierMuller,,GabrielLedoz,,,17 mins,0.00:17:00,03-02-2022,french,,265.00,"03-02-2022, french"
The Midnight Thief,SylviaBishop,,,AnnabelleIndge,,,4 hrs and 7 mins,0.04:07:00,01-02-2022,English,,653.00,"01-02-2022, English"
Suche Nach Der Verborgenen Quelle,ChenJiatong,UlrikeKöbele-Übersetzer,,Michael-CheKoch,,,6 hrs and 45 mins,0.06:45:00,09-02-2022,german,,367.00,"09-02-2022, german"
El Misterio Del Coleccionista De Tazos,LuisaVillarLiébana,,,EstelaBenita,,,25 mins,0.00:25:00,04-02-2022,spanish,,38.00,"04-02-2022, spanish"
Los Pitufos - Historias De Pitufos,Peyo,RaquelLuqueBenitez-traductor,,JuanCarlosAlbarracín,,,2 hrs and 25 mins,0.02:25:00,07-02-2022,spanish,,192.00,"07-02-2022, spanish"
Dando La Nota,JordiSierraiFabra,,,FernandoCea,,,2 hrs and 42 mins,0.02:42:00,01-02-2022,spanish,,192.00,"01-02-2022, spanish"
Los Pitufos - Historias De 3 Minutos,Peyo,RaquelLuqueBenitez-traductor,,JuanCarlosAlbarracín,,,34 mins,0.00:34:00,07-02-2022,spanish,,38.00,"07-02-2022, spanish"
"Vacaciones, No Gracias",JordiSierraiFabra,,,AnetaFernández,,,2 hrs and 49 mins,0.02:49:00,01-02-2022,spanish,,192.00,"01-02-2022, spanish"
A Baker'S Guide To Robber Pie,CaitlinSangster,,,SandyRustin,,,8 hrs and 56 mins,0.08:56:00,08-02-2022,English,,820.00,"08-02-2022, English"
The Counterclockwise Heart,BrianFarrey,,,KirbyHeyborne,,,8 hrs and 28 mins,0.08:28:00,01-02-2022,English,,515.00,"01-02-2022, English"
Knight Sir Louis And The Dragon Of Doooooom!,TheBrothersMcLeod,,,MylesMcLeod,,,2 hrs and 58 mins,0.02:58:00,03-02-2022,English,,227.00,"03-02-2022, English"
Ferien Auf Saltkrokan - Pelle Findet Einen Wunschstein,AstridLindgren,ThyraDohrenburg-Übersetzer,,UrsulaIllert,,,22 mins,0.00:22:00,08-02-2022,german,,233.00,"08-02-2022, german"
Bob El Constructor - Perros Y Gatos,Mattel,NicolásOluchaSánchez,,RogerBerríoReyes,,,7 mins,0.00:07:00,01-02-2022,spanish,,38.00,"01-02-2022, spanish"
The Secret Of Haven Point,LisetteAuton,,,LisetteAuton,,,8 hrs and 16 mins,0.08:16:00,03-02-2022,English,,410.00,"03-02-2022, English"
The Mouse Watch In Space,J.J.Gilbert,,,MacLeodAndrews,,,4 hrs and 26 mins,0.04:26:00,01-02-2022,English,,351.00,"01-02-2022, English"
Freewater,AminaLuqman-Dawson,,,CaryHite,SisiAishaJohnson,,9 hrs and 41 mins,0.09:41:00,01-02-2022,English,,500.00,"01-02-2022, English"
The Book Of Stolen Time,DashkaSlater,,,KevinR.Free,,,9 hrs and 38 mins,0.09:38:00,15-02-2022,English,,820.00,"15-02-2022, English"
The Experiment,KatherineApplegate,,,AdamVerner,,,2 hrs and 33 mins,0.02:33:00,01-02-2022,English,,445.00,"01-02-2022, English"
The Exposed,KatherineApplegate,,,EmilyEllet,,,2 hrs and 56 mins,0.02:56:00,01-02-2022,English,,445.00,"01-02-2022, English"
Big Sky Mountain: The Forest Wolves,AlexMilway,,,PenelopeRawlines,,,1 hr and 52 mins,0.01:52:00,03-02-2022,English,,569.00,"03-02-2022, English"
The Golem'S Eye,JonathanStroud,,,StevenPacey,,,9 hrs and 36 mins,0.09:36:00,01-06-2007,English,5,683.00,"01-06-2007, English"
The Count Of Monte Cristo,BinaOfek-translator,AlexandreDumas,,JonathanKis-Lev,,,2 hrs and 44 mins,0.02:44:00,08-04-2011,hebrew,,333.00,"08-04-2011, hebrew"
Howl Of The Wind Dragon,TraceyWest,,,EmilyEllet,,,47 mins,0.00:47:00,02-11-2021,English,5,258.00,"02-11-2021, English"
Pony,R.J.Palacio,,,IanM.Hawkins,R.J.Palacio,,7 hrs and 13 mins,0.07:13:00,28-09-2021,English,4,615.00,"28-09-2021, English"
World Champions!,JamesPatterson,,,AndreaEmmes,,,4 hrs and 37 mins,0.04:37:00,05-08-2021,English,,410.00,"05-08-2021, English"
Minecraft: Mob Squad,DelilahS.Dawson,,,JessicaAlmasy,KeylorLeigh,BarrettLeddy,8 hrs and 59 mins,0.08:59:00,28-09-2021,English,,1005.00,"28-09-2021, English"
The Threat,KatherineApplegate,,,MacLeodAndrews,,,2 hrs and 52 mins,0.02:52:00,02-11-2021,English,,445.00,"02-11-2021, English"
The Tiger'S Nest,TrudiTrueit,,,RamonDeOcampo,,,6 hrs and 17 mins,0.06:17:00,24-08-2021,English,,703.00,"24-08-2021, English"
The Beekeeper Mystery,GertrudeChandlerWarner,,,AimeeLilly,,,1 hr and 43 mins,0.01:43:00,01-10-2021,English,,234.00,"01-10-2021, English"
The Shattered Castle,JenniferA.Nielsen,,,CharlieMcWade,,,9 hrs and 54 mins,0.09:54:00,19-10-2021,English,,445.00,"19-10-2021, English"
Peanut Jones And The Illustrated City: From The Creator Of Draw With Rob,RobBiddulph,,,ClaireSkinner,,,5 hrs and 41 mins,0.05:41:00,02-09-2021,English,,323.00,"02-09-2021, English"
