name,author.1,author.2,author.3,narrator.1,narrator.2,narrator.3,time,Duration,releasedate,language,stars,price,releaseinfo
Der Gro��e Fang,SaskiaLouis,,,LisaRauen,,,9 hrs and 14 mins,0.09:14:00,07-10-2019,german,,233.00,"07-10-2019, german"
Hold Ud,AmyDaws,,,SonnyLahey,SaraEmilieNielsen,,8 hrs and 45 mins,0.08:45:00,01-10-2020,danish,,468.00,"01-10-2020, danish"
Spillet,ElleKennedy,,,KristineBrendstrup,EmilBirkHartmann,,11 hrs and 47 mins,0.11:47:00,28-05-2020,danish,,468.00,"28-05-2020, danish"
Hot As Ice - Hei��kalt Verf�Hrt,HelenaHunting,,,PhilippReuther,,,13 hrs and 25 mins,0.13:25:00,02-10-2020,german,,334.00,"02-10-2020, german"
Play For Love (German Edition),K.Bromberg,,,AlexanderSchwarz,JuliavonTettenborn,,9 hrs and 8 mins,0.09:08:00,01-11-2019,german,,468.00,"01-11-2019, german"
"K�Sse, Die Du Nie Vergisst!",AnnaDePalo,,,AvavanBloom,,,4 hrs and 12 mins,0.04:12:00,19-06-2020,german,,200.00,"19-06-2020, german"
Halbzeit Oder Hochzeit,SusanMallery,,,LuiseSchubert,,,10 hrs and 38 mins,0.10:38:00,16-07-2020,german,,267.00,"16-07-2020, german"
Touchdown F�R Die Liebe,SusanMallery,,,LuiseSchubert,,,10 hrs and 17 mins,0.10:17:00,19-06-2020,german,,267.00,"19-06-2020, german"
Outscored,AvenEllis,,,EliseArsenault,,,10 hrs and 57 mins,0.10:57:00,07-01-2020,English,,703.00,"07-01-2020, English"
Blindsided,EdenFinley,,,AlexanderCendese,IggyToma,,8 hrs and 7 mins,0.08:07:00,24-09-2019,English,,586.00,"24-09-2019, English"
Nothing But Trouble,AmyAndrews,,,LauraJennings,,,8 hrs and 44 mins,0.08:44:00,22-05-2019,English,,1172.00,"22-05-2019, English"
The Prospect,LyssaKayAdams,,,LaurieWest,RyanWest,,4 hrs and 40 mins,0.04:40:00,02-06-2020,English,,680.00,"02-06-2020, English"
Athica Lane,BrynneAsher,,,LaurenSweet,AidenSnow,,13 hrs and 47 mins,0.13:47:00,18-08-2020,English,,1172.00,"18-08-2020, English"
Kickin' It,RachelVanDyken,,,LaurieWest,WilliamLeRoy,,7 hrs and 14 mins,0.07:14:00,11-06-2019,English,,502.00,"11-06-2019, English"
Always More,NicolePyland,,,AmandaDolan,,,6 hrs and 55 mins,0.06:55:00,25-08-2020,English,5,586.00,"25-08-2020, English"
Hopeless Romantic,JulieCapulet,,,MiaMadison,BrandonUtah,,3 hrs and 14 mins,0.03:14:00,23-06-2020,English,,469.00,"23-06-2020, English"
Romancing The Kicker,CatherineLane,,,AbbyCraden,,,8 hrs and 12 mins,0.08:12:00,18-08-2020,English,,586.00,"18-08-2020, English"
Game Changer,KellyJamieson,,,AlexanderCendese,KashaKensington,,8 hrs and 6 mins,0.08:06:00,09-06-2020,English,,586.00,"09-06-2020, English"
For The Win,KellyJamieson,,,AlexanderCendese,KashaKensington,,7 hrs and 42 mins,0.07:42:00,26-05-2020,English,,586.00,"26-05-2020, English"
Bedhead,KaytMiller,,,ChloeCannon,WillThorne,,9 hrs and 15 mins,0.09:15:00,10-06-2020,English,,586.00,"10-06-2020, English"
Instacrush,KateMeader,,,RamonaMaster,,,9 hrs and 18 mins,0.09:18:00,25-02-2020,English,,1172.00,"25-02-2020, English"
Once Upon A Power Play,JenniferBonds,,,ConnorCrais,SamanthaBrentmoor,,6 hrs and 28 mins,0.06:28:00,16-12-2019,English,,1172.00,"16-12-2019, English"
Saving Maverick,DebraElise,,,JoeArden,,,6 hrs and 51 mins,0.06:51:00,15-09-2016,English,,569.00,"15-09-2016, English"
Dirty Hookup,MiraLynKelly,,,SavannahPeachwood,ChristianFox,,4 hrs and 53 mins,0.04:53:00,22-09-2020,English,,1172.00,"22-09-2020, English"
My One And Only,IrisMorland,,,AvaLucas,ConnorCrais,,5 hrs and 39 mins,0.05:39:00,14-07-2020,English,5,1172.00,"14-07-2020, English"
Love On The Tracks,TamsenParker,,,AmelieGriffin,AlexKydd,,6 hrs and 12 mins,0.06:12:00,27-08-2019,English,,469.00,"27-08-2019, English"
You Had Me At Cowboy,JennieMarts,,,AbbyCraden,,,8 hrs and 49 mins,0.08:49:00,27-11-2018,English,,703.00,"27-11-2018, English"
Played,ColleenCharles,,,NelsonHobbs,SamanthaSummers,,7 hrs and 13 mins,0.07:13:00,19-05-2020,English,,586.00,"19-05-2020, English"
Trading Yesterday,KahlenAymes,,,MelissaMoran,AaronShedlock,,12 hrs and 42 mins,0.12:42:00,12-05-2020,English,,703.00,"12-05-2020, English"
The Wedding Deal,CindiMadsen,,,SofiaWillingham,,,8 hrs and 58 mins,0.08:58:00,12-11-2019,English,,586.00,"12-11-2019, English"
Play To Win,KellyJamieson,,,AlexanderCendese,KashaKensington,,7 hrs and 48 mins,0.07:48:00,24-12-2019,English,,586.00,"24-12-2019, English"
Checked,ColleenCharles,,,MiaMadison,AidenSnow,,6 hrs and 34 mins,0.06:34:00,10-06-2020,English,,586.00,"10-06-2020, English"
Sacking The Quarterback,JamesPatterson,SamanthaTowle,,BrittanyPresley,,,2 hrs and 47 mins,0.02:47:00,06-10-2016,English,,342.00,"06-10-2016, English"
Dare To Tempt,CarlyPhillips,,,ErinMallon,JoeArden,,4 hrs and 56 mins,0.04:56:00,04-08-2020,English,,585.00,"04-08-2020, English"
The Trustworthy Groom,CamiChecketts,,,SamanthaCook,,,5 hrs and 5 mins,0.05:05:00,20-08-2019,English,,702.00,"20-08-2019, English"
Miracle Road,EmilyMarch,,,AmyLandon,,,10 hrs and 51 mins,0.10:51:00,29-08-2017,English,,820.00,"29-08-2017, English"
Grand Slam,HeidiMcLaughlin,,,AlastairHaynesbridge,,,8 hrs and 31 mins,0.08:31:00,15-08-2017,English,,500.00,"15-08-2017, English"
Anatomy Of A Player,CindiMadsen,,,JoeArden,KristinWatsonHeintz,,9 hrs and 52 mins,0.09:52:00,01-08-2017,English,,1005.00,"01-08-2017, English"
Moto,M.Never,,,JacobMorgan,BrookeBloomingdale,,8 hrs and 22 mins,0.08:22:00,18-07-2017,English,5,233.00,"18-07-2017, English"
Getting Lucky Number Seven,CindiMadsen,,,AndiArndt,CooperNorth,,6 hrs and 32 mins,0.06:32:00,10-07-2017,English,,670.00,"10-07-2017, English"
Score,VictoriaDenault,,,HollyChandler,J.F.Harding,,10 hrs and 24 mins,0.10:24:00,30-06-2017,English,,500.00,"30-06-2017, English"
Sweet Victory,GinaL.Maxwell,,,HollyFielding,,,8 hrs and 34 mins,0.08:34:00,26-05-2017,English,,668.00,"26-05-2017, English"
Home Run,HeidiMcLaughlin,,,AlastairHaynesbridge,AthenaPappas,,7 hrs and 55 mins,0.07:55:00,06-06-2017,English,,500.00,"06-06-2017, English"
Rules Of Entanglement,GinaL.Maxwell,,,HollyFielding,,,8 hrs and 34 mins,0.08:34:00,02-08-2013,English,,716.00,"02-08-2013, English"
Maybe This Love,JenniferSnow,,,JennywrenWalker,,,8 hrs,0.08:00:00,30-05-2017,English,,500.00,"30-05-2017, English"
Room For More,BethEhemann,,,CarlyRobins,WillDamron,,7 hrs and 49 mins,0.07:49:00,03-03-2017,English,,352.00,"03-03-2017, English"
Room For Just A Little Bit More,BethEhemann,,,CarlyRobins,WillDamron,,3 hrs and 58 mins,0.03:58:00,03-03-2017,English,,352.00,"03-03-2017, English"
Roman,SawyerBennett,,,CrisDukehart,GrahamHalstead,,7 hrs and 23 mins,0.07:23:00,21-02-2017,English,,820.00,"21-02-2017, English"
Room For You,BethEhemann,,,CarlyRobins,WillDamron,,9 hrs and 4 mins,0.09:04:00,01-01-2017,English,,352.00,"01-01-2017, English"
Puck Buddies,TaraBrown,,,AlethaGeorge,CooperNorth,,7 hrs and 8 mins,0.07:08:00,20-12-2016,English,,891.00,"20-12-2016, English"
Scottish Player,KarenFrances,HeroClub,,KirstyStrain,,,4 hrs and 5 mins,0.04:05:00,10-01-2021,English,,501.00,"10-01-2021, English"
Non So Perch� Ti Amo,MarianaZapata,,,MarleneDeGiovanni,,,15 hrs and 36 mins,0.15:36:00,09-01-2021,italian,,958.00,"09-01-2021, italian"
Bossy Baller,MelissaBelle,HeroClub,,TroyDuran,StellaBloom,,3 hrs and 54 mins,0.03:54:00,27-12-2020,English,,501.00,"27-12-2020, English"
"I Want You, Babe (German Edition)",EmmaSmith,,,MayaPhogosyan,ChristopherMayer,,5 hrs and 22 mins,0.05:22:00,22-12-2020,german,,334.00,"22-12-2020, german"
One Summer In Monte Carlo,JenniferBohnet,,,JuliaFranklin,,,8 hrs and 47 mins,0.08:47:00,12-01-2021,English,,645.00,"12-01-2021, English"
Crash,HarperDallas,,,EricMichaelSummerer,AnastasiaWatley,,12 hrs and 3 mins,0.12:03:00,22-12-2020,English,,703.00,"22-12-2020, English"
The Nanny Rules,MelyndaPrice,,,NelsonHobbs,MaxineMitchell,,5 hrs and 56 mins,0.05:56:00,22-12-2020,English,,586.00,"22-12-2020, English"
The Pact,NatalieWrye,,,TristanJosiah,TatianaSokolov,,7 hrs and 6 mins,0.07:06:00,07-01-2021,English,,1172.00,"07-01-2021, English"
Foreplayer,KateMeader,,,RamonaMaster,,,8 hrs and 53 mins,0.08:53:00,29-12-2020,English,,1172.00,"29-12-2020, English"
The Truth About Cowboys,LisaReneeJones,,,SebastianYork,AndiArndt,,9 hrs and 27 mins,0.09:27:00,11-02-2020,English,,836.00,"11-02-2020, English"
On The Line,LizLincoln,,,SamanthaSummers,ParkerLang,,7 hrs and 48 mins,0.07:48:00,09-10-2018,English,,468.00,"09-10-2018, English"
Hardline,MeredithWild,,,JenniferStark,,,8 hrs and 45 mins,0.08:45:00,31-03-2015,English,,668.00,"31-03-2015, English"
Deke,EdenFinley,,,AlexanderCendese,IggyToma,,8 hrs and 18 mins,0.08:18:00,18-09-2019,English,,586.00,"18-09-2019, English"
Grumpy Cowboy,MaxMonroe,,,TorThom,LidiaDornet,,10 hrs and 16 mins,0.10:16:00,01-02-2022,English,,703.00,"01-02-2022, English"
Elliot,CaitlinCrews,,,MeghanKelly,JoelSimler,,2 hrs and 53 mins,0.02:53:00,29-03-2022,English,,233.00,"29-03-2022, English"
Stolen Ecstasy,HannahHowell,,,CarolineShaffer,,,10 hrs and 55 mins,0.10:55:00,16-11-2021,English,,703.00,"16-11-2021, English"
Breaking The Cowboy'S Rules,SinclairJayne,,,CJBloom,,,7 hrs and 9 mins,0.07:09:00,19-01-2022,English,,703.00,"19-01-2022, English"
How To Cowboy,JennieMarts,,,StaceyGlemboski,,,9 hrs and 39 mins,0.09:39:00,18-01-2022,English,,1172.00,"18-01-2022, English"
The Cowgirl And The Unexpected Wedding,SherrylWoods,,,RobinSiegerman,,,6 hrs and 12 mins,0.06:12:00,18-01-2022,English,,1172.00,"18-01-2022, English"
Rough And Ready,VanessaVale,,,KylieStewart,,,5 hrs and 21 mins,0.05:21:00,04-05-2021,English,3,866.00,"04-05-2021, English"
The Cowboy Crashes A Wedding,AnneMcAllister,,,BrettGalliford,SamanthaSummers,,6 hrs and 50 mins,0.06:50:00,06-05-2021,English,,468.00,"06-05-2021, English"
Jake,C.J.Petit,,,LloydJames,,,10 hrs and 30 mins,0.10:30:00,02-11-2021,English,,1340.00,"02-11-2021, English"
The Boundary Fence,AlissaCallen,,,CaseyWithoos,,,9 hrs and 21 mins,0.09:21:00,01-11-2021,English,,645.00,"01-11-2021, English"
Heart Of The Frontier,BrittanyLarsen,JenGeigleJohnson,JennieHansen,NoahWall,,,10 hrs and 4 mins,0.10:04:00,23-09-2021,English,,703.00,"23-09-2021, English"
The Round Yard,AlissaCallen,,,CaseyWithoos,,,9 hrs and 28 mins,0.09:28:00,01-10-2021,English,,645.00,"01-10-2021, English"
Dirty Ginger,StaceyKennedy,,,TimPaige,AveryReid,,4 hrs and 53 mins,0.04:53:00,07-10-2021,English,,1172.00,"07-10-2021, English"
Love On The Range,MaryConnealy,,,BarbaraMcCulloh,,,9 hrs and 15 mins,0.09:15:00,05-10-2021,English,,820.00,"05-10-2021, English"
The Red Dirt Road,AlissaCallen,,,CaseyWithoos,,,8 hrs and 51 mins,0.08:51:00,02-09-2021,English,,645.00,"02-09-2021, English"
Heresy,MelissaLenhardt,,,BarrieKreinik,BaileyCarr,EllaTurenne,14 hrs and 3 mins,0.14:03:00,26-10-2021,English,,500.00,"26-10-2021, English"
Texas Made,EveGaddy,,,SamanthaSummers,,,5 hrs and 33 mins,0.05:33:00,07-09-2021,English,,586.00,"07-09-2021, English"
Whiplash,JanetDailey,,,GrahamWinton,,,8 hrs and 47 mins,0.08:47:00,31-08-2021,English,,1172.00,"31-08-2021, English"
Faith In The Mountain Valley,MistyM.Beller,,,LeonorA.Woodworth,,,7 hrs and 51 mins,0.07:51:00,14-08-2021,English,,234.00,"14-08-2021, English"
Überlass Mir Die Z�Gel [Hand Me The Reins],VanessaVale,,,VivianKatrinaRuescher,,,5 hrs and 52 mins,0.05:52:00,02-11-2021,german,,866.00,"02-11-2021, german"
Hand Me The Reins,VanessaVale,,,KylieStewart,,,3 hrs and 11 mins,0.03:11:00,31-08-2021,English,,632.00,"31-08-2021, English"
Cast A Long Shadow,KwenDGriffeth,,,PaulJMcSorley,,,8 hrs and 13 mins,0.08:13:00,04-12-2018,English,,668.00,"04-12-2018, English"
Southern Sunshine,NatashaMadison,,,JackCalihan,JoRaylan,,6 hrs and 53 mins,0.06:53:00,05-10-2021,English,,1172.00,"05-10-2021, English"
Country Music Cowboy,SashaSummers,,,RobynVerne,,,9 hrs and 52 mins,0.09:52:00,31-08-2021,English,,1172.00,"31-08-2021, English"
Thunder Over Lolo Pass,CharlesG.West,,,fullcast,DylanLynch,PatrickBussink,4 hrs and 55 mins,0.04:55:00,13-11-2020,English,,469.00,"13-11-2020, English"
All Night Long With A Cowboy,CaitlinCrews,,,ChrisKipiniak,,,10 hrs and 45 mins,0.10:45:00,24-08-2021,English,,468.00,"24-08-2021, English"
When The Storm Breaks,EmeryRose,,,AustinStone,C.J.Bloom,,12 hrs and 57 mins,0.12:57:00,31-08-2021,English,,1172.00,"31-08-2021, English"
Bryn'S War,C.J.Petit,,,JimMeskimen,,,12 hrs and 3 mins,0.12:03:00,10-08-2021,English,,1172.00,"10-08-2021, English"
The Element Of Love,MaryConnealy,,,LibbyMcKnight,,,9 hrs and 2 mins,0.09:02:00,01-03-2022,English,,820.00,"01-03-2022, English"
The Cowboy And His Wayward Bride,SherrylWoods,,,RobinSiegerman,,,6 hrs and 22 mins,0.06:22:00,08-03-2022,English,,1172.00,"08-03-2022, English"
Cowboys In January,JennyKlaire,,,RobinLewis,NatashaLawless,BrettGalliford,5 hrs and 13 mins,0.05:13:00,06-05-2021,English,,468.00,"06-05-2021, English"
Strong And Steady,VanessaVale,,,KylieStewart,,,5 hrs and 54 mins,0.05:54:00,30-03-2021,English,4,866.00,"30-03-2021, English"
Lost Love,KellyElliott,,,JoeHempel,LaurenSweet,,9 hrs and 44 mins,0.09:44:00,13-02-2018,English,5,668.00,"13-02-2018, English"
Back In The Saddle,VanessaVale,,,KylieStewart,,,3 hrs and 12 mins,0.03:12:00,27-07-2021,English,,632.00,"27-07-2021, English"
Time Will Tell,RhondaForrest,,,MelleStewart,,,7 hrs and 34 mins,0.07:34:00,01-08-2021,English,,706.00,"01-08-2021, English"
Sir Loin Of Beef: A Double Serving Of Cowboys,VanessaVale,,,KylieStewart,,,3 hrs and 30 mins,0.03:30:00,05-02-2019,English,5,632.00,"05-02-2019, English"
Zur�Ck In Den Sattel [Back In The Saddle],VanessaVale,,,VivianKatrinaRuescher,,,5 hrs and 27 mins,0.05:27:00,20-07-2021,german,,866.00,"20-07-2021, german"
The Cowboy Finds A Family,AnneMcAllister,,,BrettGalliford,SamanthaSummers,,8 hrs and 3 mins,0.08:03:00,11-02-2021,English,,468.00,"11-02-2021, English"
Georgie,JackieAshenden,,,MeghanKelly,JoelSimler,,3 hrs and 15 mins,0.03:15:00,29-03-2022,English,,233.00,"29-03-2022, English"
Joey,MaiseyYates,,,MeghanKelly,JoelSimler,,2 hrs and 45 mins,0.02:45:00,29-03-2022,English,,233.00,"29-03-2022, English"
Teddy,NicoleHelm,,,MeghanKelly,JoelSimler,,3 hrs and 31 mins,0.03:31:00,29-03-2022,English,,233.00,"29-03-2022, English"
Fire,MollyMcAdams,,,ErinMallon,JasonClarke,,12 hrs and 42 mins,0.12:42:00,01-02-2021,English,4,820.00,"01-02-2021, English"
The Marriage Pact,LindaLaelMiller,,,JackGarrett,,,10 hrs and 3 mins,0.10:03:00,27-05-2014,English,,938.00,"27-05-2014, English"
When Calls The Heart,JanetteOke,,,NancyPeterson,,,7 hrs and 28 mins,0.07:28:00,14-12-2017,English,,668.00,"14-12-2017, English"
Vom Hafer Gestochen [Teach Me The Ropes],VanessaVale,,,VivianKatrinaRuescher,,,5 hrs and 14 mins,0.05:14:00,06-07-2021,german,,749.00,"06-07-2021, german"
Teach Me The Ropes,VanessaVale,,,KylieStewart,,,3 hrs and 33 mins,0.03:33:00,06-07-2021,English,,632.00,"06-07-2021, English"
A Man With A Past,MaryConnealy,,,BarbaraMcCulloh,,,9 hrs and 3 mins,0.09:03:00,06-07-2021,English,,820.00,"06-07-2021, English"
Hope On The Range,CindiMadsen,,,C.J.Bloom,,,10 hrs and 4 mins,0.10:04:00,29-06-2021,English,,1172.00,"29-06-2021, English"
The Fairy Tale Bride,ScarletWilson,,,MiaGaskin,,,3 hrs and 48 mins,0.03:48:00,04-08-2020,English,,585.00,"04-08-2020, English"
All But The Fall,KimTurner,,,DawsonMcBride,,,11 hrs and 20 mins,0.11:20:00,29-05-2019,English,,820.00,"29-05-2019, English"
Texas! Chase,SandraBrown,,,ColeenMarlo,,,7 hrs and 30 mins,0.07:30:00,05-01-2010,English,5,879.00,"05-01-2010, English"
Falling For Her Roommate,LizIsaacson,,,MoniqueMakena,,,6 hrs and 34 mins,0.06:34:00,17-11-2017,English,,468.00,"17-11-2017, English"
The Romantic,BarbaraGowdy,,,StephanieEinstein,,,11 hrs and 7 mins,0.11:07:00,13-09-2017,English,,836.00,"13-09-2017, English"
Little Girl Lost,JanetGover,,,KirstyGillmore,,,8 hrs and 31 mins,0.08:31:00,01-04-2019,English,,733.00,"01-04-2019, English"
Green Calder Grass,JanetDailey,,,MilNicholson,,,11 hrs and 25 mins,0.11:25:00,10-04-2014,English,,836.00,"10-04-2014, English"
A Snow Country Christmas,LindaLaelMiller,,,JackGarrett,,,5 hrs and 21 mins,0.05:21:00,27-09-2017,English,,703.00,"27-09-2017, English"
"Cold Heart, Warm Cowboy",CaitlinCrews,,,EricG.Dove,,,9 hrs and 19 mins,0.09:19:00,30-07-2019,English,,1005.00,"30-07-2019, English"
Where Rainbows End,AnneMarieBrear,,,OliviaBeardsley,,,11 hrs and 21 mins,0.11:21:00,01-12-2019,English,,759.00,"01-12-2019, English"
Their Reckless Bride,VanessaVale,,,KylieStewart,,,3 hrs and 31 mins,0.03:31:00,17-12-2019,English,,632.00,"17-12-2019, English"
Wildflower,RaineCantrell,,,ElisabethRodgers,,,10 hrs and 39 mins,0.10:39:00,21-11-2013,English,,836.00,"21-11-2013, English"
The Hope Of Azure Springs,RachelFordham,,,ColeenMarlo,,,8 hrs and 6 mins,0.08:06:00,03-07-2018,English,,1172.00,"03-07-2018, English"
Untamed,DianaPalmer,,,ToddMcLaren,,,10 hrs and 58 mins,0.10:58:00,30-06-2015,English,,1005.00,"30-06-2015, English"
Wayward Angel,PatriciaRice,,,ChristineMarshall,,,10 hrs and 43 mins,0.10:43:00,27-06-2014,English,,836.00,"27-06-2014, English"
Runaway,SandyJames,,,CynthiaBarrett,,,10 hrs and 48 mins,0.10:48:00,29-07-2014,English,,836.00,"29-07-2014, English"
Una M�Gica Visi�N,KateDanon,,,HelenaOvalle,,,11 hrs and 52 mins,0.11:52:00,14-05-2021,spanish,,767.00,"14-05-2021, spanish"
Rough Country,LaurenLandish,,,TorThom,CarlyRobins,,13 hrs and 39 mins,0.13:39:00,18-11-2020,English,,836.00,"18-11-2020, English"
The Irish Sisters Trilogy,DebraHolland,,,LaraAsmundson,,,11 hrs and 42 mins,0.11:42:00,24-10-2017,English,,836.00,"24-10-2017, English"
The Heart’S Charge,KarenWitemeyer,,,JeanineBartel,,,10 hrs and 25 mins,0.10:25:00,03-06-2021,English,,938.00,"03-06-2021, English"
Southern Heat,NatashaMadison,,,ConnorCrais,JoRaylan,,6 hrs and 31 mins,0.06:31:00,01-06-2021,English,,1172.00,"01-06-2021, English"
Sempre Comigo [Always With Me],ElizabethBezerra,,,AudrendeAzevedo,SabrineWolfart,,13 hrs and 29 mins,0.13:29:00,01-05-2021,portuguese,,836.00,"01-05-2021, portuguese"
A Hometown Proposal,C.J.Carmichael,,,CharlotteNorth,,,4 hrs and 46 mins,0.04:46:00,04-05-2021,English,,469.00,"04-05-2021, English"
Faites-Moi V�Tre [Make Me Yours],VanessaVale,,,MurielRedoute,,,3 hrs and 49 mins,0.03:49:00,13-04-2021,french,,632.00,"13-04-2021, french"
Country Proud,LindaLaelMiller,,,JackGarrett,,,9 hrs and 48 mins,0.09:48:00,27-04-2021,English,,820.00,"27-04-2021, English"
"Truly, Madly Texas",EveGaddy,,,BrandonUtah,,,5 hrs and 16 mins,0.05:16:00,04-05-2021,English,,586.00,"04-05-2021, English"
Texas Forged,EveGaddy,,,BrandonUtah,,,6 hrs and 1 min,0.06:01:00,11-05-2021,English,,586.00,"11-05-2021, English"
Picnic In Someday Valley,JodiThomas,,,JuliaGibson,,,9 hrs and 9 mins,0.09:09:00,27-04-2021,English,,820.00,"27-04-2021, English"
A Time For Love,JulianneMacLean,,,CharlotteNorth,,,7 hrs and 12 mins,0.07:12:00,13-04-2021,English,,586.00,"13-04-2021, English"
When A Cowboy Loves A Woman,JennieMarts,,,MegSylvan,JacobMorgan,,9 hrs and 57 mins,0.09:57:00,19-04-2021,English,,1172.00,"19-04-2021, English"
Wishing For A Cowboy,VictoriaJames,,,CourtneyPatterson,,,8 hrs and 3 mins,0.08:03:00,30-03-2021,English,,1172.00,"30-03-2021, English"
Breathless,LexMartin,,,RoseDioro,JoeArden,,8 hrs and 31 mins,0.08:31:00,18-02-2020,English,,668.00,"18-02-2020, English"
Blind Love,KellyElliott,,,StephenDexter,MaxineMitchell,,9 hrs and 20 mins,0.09:20:00,05-09-2018,English,,668.00,"05-09-2018, English"
Heartbreak Country,NoeleneJenkinson,,,TarynRyan,,,5 hrs and 38 mins,0.05:38:00,01-03-2021,English,,653.00,"01-03-2021, English"
The Shotgun Wedding,WilliamW.Johnstone,J.A.Johnstone,,J.RodneyTurner,,,11 hrs and 24 mins,0.11:24:00,16-02-2021,English,,586.00,"16-02-2021, English"
Strong Enough,KellyElliott,,,AlexanderCendese,GraceGrant,,9 hrs and 46 mins,0.09:46:00,09-02-2021,English,,668.00,"09-02-2021, English"
A Fearless Man,LeighGreenwood,,,TieranWilder,,,11 hrs and 40 mins,0.11:40:00,04-03-2021,English,,1172.00,"04-03-2021, English"
Rough Edge,LaurenLandish,,,CarlyRobins,LanceGreenfield,,11 hrs and 16 mins,0.11:16:00,03-06-2020,English,,836.00,"03-06-2020, English"
One Tough Cowboy,LoraLeigh,VeronicaChadwick,,SavannahRichards,,,7 hrs and 45 mins,0.07:45:00,29-01-2019,English,,134.00,"29-01-2019, English"
Calder Brand,JanetDailey,,,GrahamWinton,,,8 hrs and 45 mins,0.08:45:00,23-02-2021,English,,820.00,"23-02-2021, English"
A Bandit’S Betrayed Heart,MichelleMcLean,,,MeghanKelly,,,6 hrs and 24 mins,0.06:24:00,16-02-2021,English,,586.00,"16-02-2021, English"
Braced For Love,MaryConnealy,,,BarbaraMcCulloh,,,8 hrs and 39 mins,0.08:39:00,02-03-2021,English,,820.00,"02-03-2021, English"
Tempting The Marshal,JulianneMacLean,,,CharlotteNorth,,,7 hrs and 8 mins,0.07:08:00,16-03-2021,English,,586.00,"16-03-2021, English"
Prairie Bride,JulianneMacLean,,,CharlotteNorth,,,7 hrs and 19 mins,0.07:19:00,23-02-2021,English,,586.00,"23-02-2021, English"
Serrez-Moi Fort [Hold Me Close],VanessaVale,,,MurielRedoute,,,3 hrs and 46 mins,0.03:46:00,02-03-2021,french,,632.00,"02-03-2021, french"
Je Suis Toute à Vous [Claim Me Hard],VanessaVale,,,MurielR.,,,3 hrs and 42 mins,0.03:42:00,16-02-2021,french,,632.00,"16-02-2021, french"
Forever My Cowboy,JuneFaver,,,JulieHoverson,,,10 hrs and 20 mins,0.10:20:00,04-03-2021,English,,1172.00,"04-03-2021, English"
A Daring Man,LeighGreenwood,,,TieranWilder,,,12 hrs and 4 mins,0.12:04:00,25-02-2021,English,,1172.00,"25-02-2021, English"
Feisty Red,StaceyKennedy,,,AveryReid,ConnorCrais,,5 hrs and 34 mins,0.05:34:00,02-03-2021,English,,1172.00,"02-03-2021, English"
Once Upon A Mail Order Bride,LindaBroday,,,MeghanKelly,,,11 hrs and 26 mins,0.11:26:00,15-02-2021,English,4,1172.00,"15-02-2021, English"
The Cowboy Steals A Lady,AnneMcAllister,,,BrettGalliford,SamanthaSummers,,6 hrs and 12 mins,0.06:12:00,23-03-2021,English,,468.00,"23-03-2021, English"
"Strong, Silent Cowboy",LoraLeigh,VeronicaChadwick,,LidiaDornet,,,8 hrs and 15 mins,0.08:15:00,09-03-2021,English,5,181.00,"09-03-2021, English"
